0.005,845.8
0.01,718.3
0.015,723.5
0.02,523.7
0.025,435.7
0.03,584.6
0.035,691.8
0.04,962.2
0.045,942.8
0.05,538.5
0.055,455.0
0.06,575.1
0.065,717.0
0.07,730.8
0.075,2199.1
0.08,1703.2
0.085,1488.0
0.09,2070.2
0.095,1915.2
0.1,2037.1
0.105,2378.9
0.11,1770.8
0.115,762.6
0.12,610.6
0.125,695.3
0.13,1144.5
0.135,822.4
0.14,557.1
0.145,485.3
0.15,598.7
0.155,687.1
0.16,739.1
0.165,730.4
0.17,517.5
0.175,448.9
0.18,619.3
